Company Name,Symbol,Headline,Date,Original_Sentiment,Ticker,VADER_Score,VADER_Label,Is_Hindi
ITC Ltd.,ITC,ITC surpasses BAT to become third-largest tobacco company,2023-12-11,Neutral,ITC,0.0,Neutral,0
ITC Ltd.,ITC,FDA approves self-collection HPV tests as an alternative to Pap smears,2024-11-14,Neutral,ITC,0.4019,Positive,0
ITC Ltd.,ITC,ITC Ltd. receives Investment Bank Analyst Rating Update,2023-12-11,Neutral,ITC,0.0,Neutral,0
ITC Ltd.,ITC,Indian Equities Slide Amid Middle East Tensions Some Stocks Still Rise,2023-10-20,Neutral,ITC,-0.2019,Negative,0
ITC Ltd.,ITC,ITC's Q2 profit soars while Tata Motors acquires stake in Freight Tiger,2023-10-20,Neutral,ITC,0.6404,Positive,0
ITC Ltd.,ITC,Reliance Industries leads as nine of India's top firms see market value surge,2023-11-06,Neutral,ITC,0.6939,Positive,0
ITC Ltd.,ITC,Religare Broking lists five Diwali investment picks with 23% upside potential,2023-11-09,Neutral,ITC,0.2,Positive,0
ITC Ltd.,ITC,Sensex Nifty End 4-Day Losing Streak With Marginal Gains,2023-09-25,Positive,ITC,0.2975,Positive,0
ITC Ltd.,ITC,ICICI Prudential Life HDFC Life Tata AIA and Kotak Life adjust portfolios,2023-11-09,Neutral,ITC,0.0,Neutral,0
ITC Ltd.,ITC,India indices drop after 2 days of gains on poor global cues PSU banks shine,2023-08-17,Positive,ITC,-0.6215,Negative,0
ITC Ltd.,ITC,ITC receives Investment Bank Analyst Rating Update,2023-08-17,Positive,ITC,0.0,Neutral,0
ITC Ltd.,ITC,ITC receives Investment Bank Analyst Rating Update,2023-08-18,Positive,ITC,0.0,Neutral,0
ITC Ltd.,ITC,ITC Limited ordered to pay Rs. 100000 over missing biscuit in packaging error,2023-09-06,Neutral,ITC,-0.7351,Negative,0
ITC Ltd.,ITC,Jio Financial exclusion from Nifty could lead to passive inflows for other heavyweights,2023-09-06,Neutral,ITC,0.3182,Positive,0
ITC Ltd.,ITC,Indian stocks duck Asia rout Adani buoyed by strong results,2023-02-15,Neutral,ITC,0.7106,Positive,0
ITC Ltd.,ITC,Nifty tops 19800 ahead of Fed outcome India VIX jumps 6%,2023-07-26,Neutral,ITC,0.7184,Positive,0
ITC Ltd.,ITC,Market valuation of top Indian firms sees mixed results amid global economic shifts,2023-11-13,Neutral,ITC,0.2023,Positive,0
ITC Ltd.,ITC,ITC Ltd. receives Investment Bank Analyst Rating Update,2023-11-21,Neutral,ITC,0.0,Neutral,0
ITC Ltd.,ITC,ITC receives Investment Bank Analyst Rating Update,2023-11-21,Neutral,ITC,0.0,Neutral,0
ITC Ltd.,ITC,Chinese minister says India free to join RCEP trade bloc,2023-08-25,Neutral,ITC,0.6705,Positive,0
ITC Ltd.,ITC,India stocks lower at close of trade; Nifty 50 down 0.12%,2024-07-23,Neutral,ITC,0.128,Positive,0
ITC Ltd.,ITC,Nifty tops 19800 ahead of Fed outcome India VIX jumps 6%,2023-07-26,Neutral,ITC,0.7184,Positive,0
